"Participant","trial_type","trial_number","key_pressed","Response","correctness","RT","logRT","Mapping","expected","Handedness"
2089,"experimental_trials_incompatible",54,"p","right",1,405,6.00388706710654,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",55,"p","right",1,404,6.00141487796115,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",56,"q","left",1,480,6.17378610390194,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",57,"p","right",1,444,6.09582456243222,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",58,"q","left",1,423,6.04737217904628,"incompatible","large","right-handed"
2089,"experimental_trials_incompatible",59,"p","right",1,443,6.09356977004514,"incompatible","small","right-handed"
2089,"experimental_trials_incompatible",60,"q","left",1,423,6.04737217904628,"incompatible","large","right-handed"
2089,"experimental_trials_compatible",1,"p","right",1,732,6.59578051396131,"compatible","large","right-handed"
2089,"experimental_trials_compatible",2,"p","right",1,440,6.08677472691231,"compatible","large","right-handed"
2089,"experimental_trials_compatible",3,"p","right",1,418,6.03548143252476,"compatible","large","right-handed"
2089,"experimental_trials_compatible",4,"q","left",1,399,5.98896141688986,"compatible","small","right-handed"
2089,"experimental_trials_compatible",5,"q","left",1,358,5.8805329864007,"compatible","small","right-handed"
2089,"experimental_trials_compatible",6,"q","left",1,342,5.8348107370626,"compatible","small","right-handed"
2089,"experimental_trials_compatible",7,"q","left",1,434,6.07304453410041,"compatible","small","right-handed"
2089,"experimental_trials_compatible",8,"p","right",1,350,5.85793315448346,"compatible","large","right-handed"
2089,"experimental_trials_compatible",9,"q","left",1,432,6.06842558824411,"compatible","small","right-handed"
2089,"experimental_trials_compatible",10,"p","right",1,424,6.04973345523196,"compatible","large","right-handed"
2089,"experimental_trials_compatible",11,"q","left",1,438,6.08221891037645,"compatible","small","right-handed"
2089,"experimental_trials_compatible",12,"q","left",1,397,5.98393628068719,"compatible","small","right-handed"
2089,"experimental_trials_compatible",13,"q","left",1,446,6.10031895202006,"compatible","small","right-handed"
2089,"experimental_trials_compatible",14,"p","right",1,437,6.07993319509559,"compatible","large","right-handed"
2089,"experimental_trials_compatible",15,"p","right",1,500,6.21460809842219,"compatible","large","right-handed"
2089,"experimental_trials_compatible",16,"p","right",1,483,6.18001665365257,"compatible","large","right-handed"
2089,"experimental_trials_compatible",17,"q","left",1,476,6.16541785423142,"compatible","small","right-handed"
2089,"experimental_trials_compatible",18,"p","right",1,429,6.06145691892802,"compatible","large","right-handed"
2089,"experimental_trials_compatible",19,"p","right",1,497,6.20859002609663,"compatible","large","right-handed"
2089,"experimental_trials_compatible",20,"q","left",1,507,6.22851100359118,"compatible","small","right-handed"
2089,"experimental_trials_compatible",21,"q","left",1,458,6.12686918411419,"compatible","small","right-handed"
2089,"experimental_trials_compatible",22,"q","left",1,382,5.94542060860658,"compatible","small","right-handed"
2089,"experimental_trials_compatible",23,"p","right",1,409,6.0137151560428,"compatible","large","right-handed"
2089,"experimental_trials_compatible",24,"q","left",1,374,5.92425579741453,"compatible","small","right-handed"
2089,"experimental_trials_compatible",25,"p","right",1,495,6.20455776256869,"compatible","large","right-handed"
2089,"experimental_trials_compatible",26,"q","left",1,318,5.76205138278018,"compatible","small","right-handed"
2089,"experimental_trials_compatible",27,"p","right",1,486,6.18620862390049,"compatible","large","right-handed"
2089,"experimental_trials_compatible",28,"p","right",1,417,6.0330862217988,"compatible","large","right-handed"
2089,"experimental_trials_compatible",29,"q","left",1,444,6.09582456243222,"compatible","small","right-handed"
2089,"experimental_trials_compatible",30,"q","left",1,375,5.92692602597041,"compatible","small","right-handed"
